date,hour,lng,year,provider,alt,technology,lat,support,risk_ratio,outlier_count,total_count
,,,,,225.0,,,0.0014716703458425313,8.0163890935888,2.0,25.0
,,27.0,,,,,,0.0014716703458425313,10.020854826823877,2.0,20.0
2017-12-21,,,,,115.0,,,0.0014716703458425313,5.009690493736183,2.0,40.0
2017-06-20,,,,,155.0,,,0.0014716703458425313,12.526436993367723,2.0,16.0
2017-11-14,,,,,20.0,,,0.0014716703458425313,8.350466715794644,2.0,24.0
2018-01-24,,,,,125.0,,,0.0014716703458425313,4.55413009981912,2.0,44.0
2016-02-11,,,,,175.0,,,0.0014716703458425313,4.887466973416971,2.0,41.0
,15,26.0,,,,,,0.0014716703458425313,6.262481577008106,2.0,32.0
2018-01-24,,,,,145.0,,,0.0014716703458425313,6.910476964907376,2.0,29.0
2017-12-08,,,,,150.0,,,0.0014716703458425313,3.23153540780184,2.0,62.0
2018-01-24,,,,,150.0,,,0.0014716703458425313,5.009690493736183,2.0,40.0
2018-01-24,,,,,90.0,,,0.0014716703458425313,7.708009750014171,2.0,26.0
,8,22.0,,,,,,0.0014716703458425313,3.5151327101837126,2.0,57.0
2015-07-14,,,,,80.0,,,0.0014716703458425313,4.660074377474251,2.0,43.0
2018-02-07,,,,,140.0,,,0.0014716703458425313,6.464544654955191,2.0,31.0
2015-06-02,,,,,80.0,,,0.0014716703458425313,4.887466973416971,2.0,41.0
2017-10-24,,,,,60.0,,,0.0014716703458425313,4.35606036333344,2.0,46.0
2018-02-12,,,,,175.0,,,0.0014716703458425313,14.316138540899042,2.0,14.0
2015-06-29,,,,,150.0,,,0.0014716703458425313,5.273435984951324,2.0,38.0
2018-02-13,,,,,170.0,,,0.0014716703458425313,3.0823195963947625,2.0,65.0
2017-06-20,,,,,60.0,,,0.0014716703458425313,10.548345809254158,2.0,19.0
2016-10-12,,,,,185.0,,,0.0014716703458425313,5.416001115337887,2.0,37.0
,8,,,,185.0,,,0.0014716703458425313,3.0823195963947625,2.0,65.0
2016-03-07,,,,,100.0,,,0.0014716703458425313,4.55413009981912,2.0,44.0
2018-05-09,,,,,90.0,,,0.0014716703458425313,4.08927255500579,2.0,49.0
2016-05-16,,,,,180.0,,,0.0014716703458425313,3.9288511277760922,2.0,51.0
2017-06-28,,,,,130.0,,,0.0014716703458425313,7.708009750014171,2.0,26.0
2016-06-14,,,,,100.0,,,0.0014716703458425313,9.543601080815524,2.0,21.0
2016-09-15,,,,,60.0,,,0.0014716703458425313,4.35606036333344,2.0,46.0
2015-06-23,,,,,180.0,,,0.0014716703458425313,4.007457627118645,2.0,50.0
2017-06-20,,,,,145.0,,,0.0014716703458425313,9.10973403898975,2.0,22.0
2017-06-20,,,,,90.0,,,0.0014716703458425313,4.771063620732007,2.0,42.0
2017-06-20,,,,,30.0,,,0.0014716703458425313,3.1802178007041673,2.0,63.0
,8,,,,195.0,,,0.0014716703458425313,7.708009750014171,2.0,26.0
2017-06-20,,,,,50.0,,,0.0014716703458425313,22.270367641038238,2.0,9.0
2018-03-15,,,,,45.0,,,0.0014716703458425313,4.771063620732007,2.0,42.0
2016-09-15,,,,,100.0,,,0.0014716703458425313,6.910476964907376,2.0,29.0
2017-02-08,,,,,145.0,,,0.0014716703458425313,6.910476964907376,2.0,29.0
2018-03-15,,,,,50.0,,,0.0014716703458425313,3.2845355593945182,2.0,61.0
2017-02-08,,,,,150.0,,,0.0014716703458425313,5.138181886892277,2.0,39.0
,8,,,,215.0,,,0.0014716703458425313,13.361631048882337,2.0,15.0
2015-12-16,,,,,100.0,,,0.0014716703458425313,6.262481577008106,2.0,32.0
2016-06-14,,,,,35.0,,,0.0014716703458425313,6.464544654955191,2.0,31.0
2017-01-04,,,,,120.0,,,0.0014716703458425313,3.8532679553313307,2.0,52.0
2017-11-15,,,,,40.0,,,0.0014716703458425313,4.4528944567264395,2.0,45.0
2016-04-19,,,,,120.0,,,0.0014716703458425313,3.8532679553313307,2.0,52.0
2016-04-21,14,,,,,,,0.0014716703458425313,3.8532679553313307,2.0,52.0
2016-06-30,,,,,120.0,,,0.0014716703458425313,3.454501562777933,2.0,58.0
,16,,,,35.0,,,0.0014716703458425313,5.8940136113398935,2.0,34.0
2018-01-11,,,,,120.0,,,0.0014716703458425313,6.464544654955191,2.0,31.0
2018-07-27,,,,,120.0,,,0.0014716703458425313,5.8940136113398935,2.0,34.0
2017-11-14,,,,,95.0,,,0.0014716703458425313,10.548345809254158,2.0,19.0
2017-06-08,,,,,120.0,,,0.0014716703458425313,6.910476964907376,2.0,29.0
2018-04-11,,,,,30.0,,,0.0014716703458425313,6.910476964907376,2.0,29.0
2016-03-02,,,,,85.0,,,0.0014716703458425313,3.7104997407134475,2.0,54.0
2017-02-06,,,,,195.0,,,0.0014716703458425313,10.020854826823877,2.0,20.0
2016-06-30,,,,,70.0,,,0.0014716703458425313,6.262481577008106,2.0,32.0
2015-11-17,,,,,,,56.0,0.0014716703458425313,3.7805369780731635,2.0,53.0
2017-07-31,,,,,95.0,,,0.0014716703458425313,5.416001115337887,2.0,37.0
2017-07-19,,,,,110.0,,,0.0014716703458425313,3.0823195963947625,2.0,65.0
2016-09-08,,,,,45.0,,,0.0014716703458425313,3.454501562777933,2.0,58.0
2016-03-07,,,,,105.0,,,0.0014716703458425313,3.8532679553313307,2.0,52.0
2017-02-21,,,,,70.0,,,0.0014716703458425313,15.417493339379854,2.0,13.0
,7,,,,110.0,,,0.0014716703458425313,6.262481577008106,2.0,32.0
