date,hour,year,provider,alt,technology,lat,support,risk_ratio,outlier_count,total_count
,11,,,60.0,,55.75,0.0014716703458425313,3.9288511277760922,2.0,51.0
2017-11-14,12,,,,,56.24,0.0014716703458425313,11.789501062031299,2.0,17.0
2016-07-19,11,,,80.0,,,0.0014716703458425313,11.134446900843363,2.0,18.0
2016-10-26,11,,,,,54.91,0.0014716703458425313,4.55413009981912,2.0,44.0
2016-04-21,10,,,,,55.5,0.0014716703458425313,28.63375092114959,2.0,7.0
2017-03-27,11,,,160.0,,,0.0014716703458425313,22.270367641038238,2.0,9.0
2015-08-26,,,24603,30.0,,,0.0014716703458425313,4.771063620732007,2.0,42.0
2018-04-18,11,,,80.0,,,0.0014716703458425313,6.262481577008106,2.0,32.0
2017-07-21,10,,,180.0,,,0.0014716703458425313,3.2845355593945182,2.0,61.0
2017-07-21,,,,170.0,,54.73,0.0014716703458425313,6.464544654955191,2.0,31.0
2017-11-14,13,,,,,56.24,0.0014716703458425313,3.8532679553313307,2.0,52.0
,14,,,170.0,,54.71,0.0014716703458425313,4.55413009981912,2.0,44.0
2016-05-25,9,,,,,54.73,0.0014716703458425313,3.1802178007041673,2.0,63.0
,13,2017,,,,55.52,0.0014716703458425313,15.417493339379854,2.0,13.0
,16,,,0.0,,55.71,0.0014716703458425313,3.8532679553313307,2.0,52.0
,11,,,110.0,,54.42,0.0014716703458425313,3.8532679553313307,2.0,52.0
2017-03-02,10,,,150.0,,,0.0014716703458425313,5.273435984951324,2.0,38.0
,15,,24602,160.0,,,0.0014716703458425313,3.130503868828298,2.0,64.0
,9,2018,,,,54.17,0.0014716703458425313,3.1802178007041673,2.0,63.0
,11,,24602,,,54.42,0.0014716703458425313,5.416001115337887,2.0,37.0
,13,2017,,,,54.98,0.0014716703458425313,3.9288511277760922,2.0,51.0
2018-05-09,9,,,90.0,,,0.0014716703458425313,9.10973403898975,2.0,22.0
2017-09-26,9,,,60.0,,,0.0014716703458425313,3.577929255711127,2.0,56.0
,,2017,,100.0,,56.0,0.0014716703458425313,3.7805369780731635,2.0,53.0
2017-09-19,10,,,70.0,,,0.0014716703458425313,4.08927255500579,2.0,49.0
,11,,,120.0,,54.24,0.0014716703458425313,4.174496438221567,2.0,48.0
2017-09-26,,,,60.0,,54.96,0.0014716703458425313,3.23153540780184,2.0,62.0
,11,,24602,,,54.24,0.0014716703458425313,3.577929255711127,2.0,56.0
,,2017,,150.0,,54.98,0.0014716703458425313,6.262481577008106,2.0,32.0
2018-04-05,9,,,170.0,,,0.0014716703458425313,3.130503868828298,2.0,64.0
,11,2017,,,,56.01,0.0014716703458425313,3.130503868828298,2.0,64.0
2018-02-22,,,,110.0,,54.42,0.0014716703458425313,4.08927255500579,2.0,49.0
,9,,,170.0,,54.74,0.0014716703458425313,6.680078604765414,2.0,30.0
2018-02-22,,,24602,,,54.42,0.0014716703458425313,6.262481577008106,2.0,32.0
,9,2017,,,,55.68,0.0014716703458425313,3.2845355593945182,2.0,61.0
2016-09-08,12,,,,,54.56,0.0014716703458425313,5.009690493736183,2.0,40.0
,13,,24602,190.0,,,0.0014716703458425313,7.157332350773765,2.0,28.0
,13,2018,,,,55.04,0.0014716703458425313,3.03559545342891,2.0,66.0
2018-04-05,11,,,180.0,,,0.0014716703458425313,5.138181886892277,2.0,39.0
2016-03-09,,,24603,140.0,,,0.0014716703458425313,6.680078604765414,2.0,30.0
2017-07-21,10,,,,,54.73,0.0014716703458425313,6.464544654955191,2.0,31.0
,10,,,60.0,,55.75,0.0014716703458425313,4.08927255500579,2.0,49.0
,,2017,,20.0,,55.07,0.0014716703458425313,5.8940136113398935,2.0,34.0
,10,,24602,,,55.75,0.0014716703458425313,5.273435984951324,2.0,38.0
,,2018,,0.0,,55.72,0.0014716703458425313,3.6430093119849936,2.0,55.0
2017-11-14,15,,,,,56.27,0.0014716703458425313,5.273435984951324,2.0,38.0
,12,,,100.0,,55.84,0.0014716703458425313,3.3959257085045524,2.0,59.0
,13,,,150.0,,54.98,0.0014716703458425313,7.708009750014171,2.0,26.0
2018-03-06,9,,,,,54.17,0.0014716703458425313,3.1802178007041673,2.0,63.0
2017-02-27,9,,,,,55.22,0.0014716703458425313,3.5151327101837126,2.0,57.0
2018-04-18,11,,,,,54.87,0.0014716703458425313,11.134446900843363,2.0,18.0
,10,2015,,,,55.96,0.0014716703458425313,10.548345809254158,2.0,19.0
,7,,24602,0.0,,,0.0014716703458425313,8.71359456601839,2.0,23.0
,,,,,,54.26,0.002207505518763797,3.4170102574416727,3.0,88.0
,,,,140.0,,54.79,0.002207505518763797,4.69921875,3.0,64.0
2018-03-13,,,,190.0,,,0.002207505518763797,3.8065419513834438,3.0,79.0
2018-01-24,,,,,,55.25,0.002207505518763797,3.037096630016984,3.0,99.0
,,,,200.0,,54.66,0.002207505518763797,5.097645117744113,3.0,59.0
,,,,20.0,,55.05,0.002207505518763797,13.08003078106964,3.0,23.0
,,,,90.0,,55.42,0.002207505518763797,7.520077433628319,3.0,40.0
2018-01-24,,,,,,55.75,0.002207505518763797,4.06389021765128,3.0,74.0
,,2017,,,,55.78,0.002207505518763797,3.006703539823009,3.0,100.0
,,2017,,,,54.61,0.002207505518763797,4.176837512291052,3.0,72.0
2018-03-13,,,,,,54.85,0.002207505518763797,7.712956659859316,3.0,39.0
,,2017,,210.0,,,0.002207505518763797,3.037096630016984,3.0,99.0
2017-09-26,,,,,,54.75,0.002207505518763797,3.4170102574416727,3.0,88.0
,,2018,,,,54.61,0.002207505518763797,3.3042886317222604,3.0,91.0
,,2016,,,,55.39,0.002207505518763797,3.7589325221238936,3.0,80.0
,,2016,,,,55.78,0.002207505518763797,3.8065419513834438,3.0,79.0
,,2017,,,,55.17,0.002207505518763797,3.6671972803798836,3.0,82.0
,,2017,,,,55.4,0.002207505518763797,3.622987525322529,3.0,83.0
2016-03-07,,,,,,55.96,0.002207505518763797,25.07208702064897,3.0,12.0
,9,,,,,55.78,0.002207505518763797,3.006703539823009,3.0,100.0
,,2018,,,,54.25,0.002207505518763797,3.4170102574416727,3.0,88.0
2016-02-11,11,,,,,,0.002207505518763797,4.06389021765128,3.0,74.0
,,2018,,,,54.2,0.002207505518763797,3.2683484032320123,3.0,92.0
2016-03-07,,,,,,55.97,0.002207505518763797,16.7139872173058,3.0,18.0
,9,,,,,54.84,0.002207505518763797,5.276587486415153,3.0,57.0
,9,,,,,55.84,0.002207505518763797,6.836232904263877,3.0,44.0
,15,,,,,55.96,0.002207505518763797,33.43018682399213,3.0,9.0
2016-09-06,13,,,,,,0.002207505518763797,3.855372135239392,3.0,78.0
2016-03-07,,,,,,55.69,0.002207505518763797,3.537688703800104,3.0,85.0
,15,,,,,55.97,0.002207505518763797,20.05722713864307,3.0,15.0
,11,,,,,56.06,0.002207505518763797,5.185573695453159,3.0,58.0
,18,2016,,,,,0.002207505518763797,3.16506753609688,3.0,95.0
2016-02-11,,,,,,55.16,0.002207505518763797,3.579830383480826,3.0,84.0
,9,,,,,55.56,0.002207505518763797,5.185573695453159,3.0,58.0
,,2018,,,,55.57,0.002207505518763797,7.712956659859316,3.0,39.0
2018-07-18,,,,,,55.27,0.002207505518763797,6.836232904263877,3.0,44.0
,9,,,,,55.36,0.002207505518763797,5.097645117744113,3.0,59.0
,9,,,,,54.6,0.002207505518763797,3.4563116671752616,3.0,87.0
,,,,210.0,,54.65,0.002207505518763797,3.198762003389192,3.0,94.0
,9,,,,,55.17,0.002207505518763797,5.012647492625369,3.0,60.0
,11,,,210.0,,,0.002207505518763797,5.012647492625369,3.0,60.0
,10,,,,,55.88,0.002207505518763797,3.3042886317222604,3.0,91.0
2018-01-30,,,,,,55.77,0.002207505518763797,7.520077433628319,3.0,40.0
2015-06-23,11,,,,,,0.002207505518763797,3.855372135239392,3.0,78.0
2016-06-28,13,,,,,,0.002207505518763797,4.556751139715741,3.0,66.0
2017-06-20,,,,,,55.64,0.002207505518763797,25.07208702064897,3.0,12.0
2017-04-24,,,,70.0,,,0.002207505518763797,9.40064988938053,3.0,32.0
2017-07-21,,,,,,54.71,0.002207505518763797,3.006703539823009,3.0,100.0
,9,,,,,54.83,0.002207505518763797,5.097645117744113,3.0,59.0
2015-12-15,,,,110.0,,,0.002207505518763797,6.995266515743981,3.0,43.0
,12,,,,,55.54,0.002207505518763797,20.05722713864307,3.0,15.0
,8,,,,,55.39,0.002207505518763797,20.05722713864307,3.0,15.0
,,,,110.0,,54.86,0.002207505518763797,8.594690265486726,3.0,35.0
,9,,,,,55.15,0.002207505518763797,4.9304366748875665,3.0,61.0
,11,,,,,55.16,0.002207505518763797,5.674987477041243,3.0,53.0
2015-12-16,,,,,,56.24,0.002207505518763797,8.594690265486726,3.0,35.0
,,,,70.0,,55.56,0.002207505518763797,15.834187238006521,3.0,19.0
2017-10-25,,,,,,55.67,0.002207505518763797,5.185573695453159,3.0,58.0
2017-09-19,,,,,,55.08,0.002207505518763797,7.712956659859316,3.0,39.0
,8,,,,,54.8,0.002207505518763797,4.556751139715741,3.0,66.0
,8,,,,,55.13,0.002207505518763797,15.834187238006521,3.0,19.0
,8,,,,,54.61,0.002207505518763797,3.579830383480826,3.0,84.0
,8,,,,,54.87,0.002207505518763797,3.3785920254549073,3.0,89.0
2017-06-20,,,,60.0,,,0.002207505518763797,7.712956659859316,3.0,39.0
2017-02-08,,,,,,54.8,0.002207505518763797,21.49004424778761,3.0,14.0
,,,,110.0,,54.87,0.002207505518763797,13.674678197908287,3.0,22.0
,,2015,,,,56.24,0.002207505518763797,8.129992824683091,3.0,37.0
,,,,70.0,,55.32,0.002207505518763797,7.520077433628319,3.0,40.0
2017-09-19,,,,,,54.87,0.002207505518763797,27.351568785197102,3.0,11.0
2016-03-30,14,,,,,,0.002207505518763797,4.119590253364044,3.0,73.0
,,,,100.0,,55.73,0.002207505518763797,25.07208702064897,3.0,12.0
2016-06-28,,,,,,54.22,0.002207505518763797,3.3042886317222604,3.0,91.0
2017-12-21,,,,,,54.69,0.002207505518763797,6.13843236409608,3.0,49.0
2015-12-15,,,,100.0,,,0.002207505518763797,4.9304366748875665,3.0,61.0
,,,,60.0,,55.52,0.002207505518763797,13.674678197908287,3.0,22.0
,,,,110.0,,55.82,0.002207505518763797,3.905470635559131,3.0,77.0
2016-09-15,,,,100.0,,,0.002207505518763797,5.276587486415153,3.0,57.0
,14,,,,,54.85,0.002207505518763797,4.06389021765128,3.0,74.0
2016-06-14,,,,,,55.99,0.002207505518763797,3.8065419513834438,3.0,79.0
,,,,100.0,,55.27,0.002207505518763797,8.847540343571056,3.0,34.0
,7,,,120.0,,,0.002207505518763797,3.4563116671752616,3.0,87.0
,,,,60.0,,55.17,0.002207505518763797,9.70396802740508,3.0,31.0
2015-12-16,,,,100.0,,,0.002207505518763797,4.556751139715741,3.0,66.0
2016-04-19,,,,,,54.38,0.002207505518763797,3.3410275319567355,3.0,90.0
,,,,120.0,,54.38,0.002207505518763797,3.2683484032320123,3.0,92.0
2018-01-24,,,,130.0,,,0.002207505518763797,4.773844641101277,3.0,63.0
,,,,60.0,,55.51,0.002207505518763797,5.012647492625369,3.0,60.0
,,,,80.0,,55.39,0.002207505518763797,9.115714668812014,3.0,33.0
2016-07-19,18,,,,,,0.002207505518763797,3.16506753609688,3.0,95.0
2016-05-16,,,,210.0,,,0.002207505518763797,5.468543845534995,3.0,55.0
,,,,100.0,,55.7,0.002207505518763797,10.373359780286847,3.0,29.0
,,,,60.0,,55.2,0.002207505518763797,25.07208702064897,3.0,12.0
2017-07-19,,,,130.0,,,0.002207505518763797,4.556751139715741,3.0,66.0
2016-06-15,,,,,,55.3,0.002207505518763797,4.773844641101277,3.0,63.0
2018-12-05,,,,,,54.69,0.002207505518763797,7.161873156342183,3.0,42.0
2016-09-06,,,,130.0,,,0.002207505518763797,6.015619469026548,3.0,50.0
2016-04-21,,,,,,55.73,0.002207505518763797,5.370851769911504,3.0,56.0
2017-02-08,,,,170.0,,,0.002207505518763797,13.08003078106964,3.0,23.0
2018-09-28,,,,,,54.68,0.002207505518763797,3.622987525322529,3.0,83.0
2016-04-19,,,,130.0,,,0.002207505518763797,3.905470635559131,3.0,77.0
2018-07-27,,,,120.0,,,0.002207505518763797,3.2331810828813397,3.0,93.0
2017-03-27,,,,190.0,,,0.002207505518763797,3.198762003389192,3.0,94.0
2018-01-24,,,,150.0,,,0.002207505518763797,5.185573695453159,3.0,58.0
2017-02-08,,,,150.0,,,0.002207505518763797,4.556751139715741,3.0,66.0
,,,,130.0,,54.74,0.002207505518763797,13.08003078106964,3.0,23.0
2015-06-02,,,,80.0,,,0.002207505518763797,3.198762003389192,3.0,94.0
,,,,160.0,,54.67,0.002207505518763797,4.119590253364044,3.0,73.0
,,,,80.0,,55.41,0.002207505518763797,7.915987424312994,3.0,38.0
2018-12-05,,,,100.0,,,0.002207505518763797,9.40064988938053,3.0,32.0
,,,,130.0,,54.4,0.002207505518763797,4.06389021765128,3.0,74.0
2017-02-27,,,,180.0,,,0.002207505518763797,3.037096630016984,3.0,99.0
2017-03-27,,,,200.0,,,0.002207505518763797,8.847540343571056,3.0,34.0
2018-02-22,,,,,,54.61,0.002207505518763797,4.296238938053097,3.0,70.0
2016-09-15,,,,,,55.64,0.002207505518763797,9.70396802740508,3.0,31.0
2015-12-15,,,,,,55.92,0.002207505518763797,11.14192068174369,3.0,27.0
,,,,180.0,,54.38,0.002207505518763797,4.626889040163377,3.0,65.0
2018-04-05,,,,,,54.25,0.002207505518763797,4.06389021765128,3.0,74.0
2018-07-27,,,,,,54.72,0.002207505518763797,3.3042886317222604,3.0,91.0
2017-06-20,,,,50.0,,,0.002207505518763797,15.042367256637167,3.0,20.0
2018-02-22,,,,50.0,,,0.002207505518763797,4.556751139715741,3.0,66.0
,,,,170.0,,55.37,0.002207505518763797,20.05722713864307,3.0,15.0
2015-12-15,,,,,,55.94,0.002207505518763797,5.897622765920528,3.0,51.0
,,,,160.0,,54.78,0.002207505518763797,8.355887413962636,3.0,36.0
,17,,,,,56.25,0.002207505518763797,37.60923672566372,3.0,8.0
,,,,50.0,,54.9,0.002207505518763797,6.2663624631268435,3.0,48.0
2017-07-19,,,,30.0,,,0.002207505518763797,3.4563116671752616,3.0,87.0
2018-03-15,,,,30.0,,,0.002207505518763797,3.4965270631817247,3.0,86.0
,,,,10.0,,55.96,0.002207505518763797,33.43018682399213,3.0,9.0
,,,,50.0,,55.27,0.002207505518763797,4.488706907938185,3.0,67.0
,,,,10.0,,55.97,0.002207505518763797,20.05722713864307,3.0,15.0
2017-02-08,,,,90.0,,,0.002207505518763797,4.626889040163377,3.0,65.0
,,,,180.0,,54.6,0.002207505518763797,33.43018682399213,3.0,9.0
2016-03-24,,,,90.0,,,0.002207505518763797,7.161873156342183,3.0,42.0
2016-06-14,,,,40.0,,,0.002207505518763797,37.60923672566372,3.0,8.0
2016-09-06,,,,,,55.78,0.002207505518763797,10.743915929203538,3.0,28.0
,,,,40.0,,55.89,0.002207505518763797,7.520077433628319,3.0,40.0
,12,2015,,,,55.94,0.002207505518763797,6.2663624631268435,3.0,48.0
2016-03-30,12,,24603,,,,0.002207505518763797,3.198762003389192,3.0,94.0
,14,,,100.0,,54.69,0.002207505518763797,3.537688703800104,3.0,85.0
,11,,,20.0,,55.89,0.002207505518763797,5.674987477041243,3.0,53.0
,12,2015,,,,55.92,0.002207505518763797,11.14192068174369,3.0,27.0
,,,24602,30.0,,55.08,0.002207505518763797,3.4965270631817247,3.0,86.0
2015-11-10,10,,,,,54.23,0.002207505518763797,3.198762003389192,3.0,94.0
2018-04-18,,,,80.0,,54.87,0.002207505518763797,3.2331810828813397,3.0,93.0
2018-01-30,14,,,50.0,,,0.002207505518763797,6.015619469026548,3.0,50.0
,10,2016,,,,55.64,0.002207505518763797,6.538909195844555,3.0,46.0
,,2017,,40.0,,54.9,0.002207505518763797,3.2683484032320123,3.0,92.0
,,2018,,120.0,,54.72,0.002207505518763797,3.6671972803798836,3.0,82.0
2018-03-15,11,,,90.0,,,0.002207505518763797,3.4170102574416727,3.0,88.0
,9,,,70.0,,54.75,0.002207505518763797,3.855372135239392,3.0,78.0
,10,2015,,,,54.23,0.002207505518763797,3.198762003389192,3.0,94.0
,13,2016,,170.0,,,0.002207505518763797,3.1320750368731565,3.0,96.0
,,2018,,160.0,,54.65,0.002207505518763797,3.537688703800104,3.0,85.0
2018-03-13,9,,,170.0,,,0.002207505518763797,3.3042886317222604,3.0,91.0
,9,2016,,,,54.73,0.002207505518763797,3.537688703800104,3.0,85.0
,13,2016,,40.0,,,0.002207505518763797,7.336606950140297,3.0,41.0
,,2016,,130.0,,55.94,0.002207505518763797,3.3785920254549073,3.0,89.0
2018-04-18,13,,,,,54.88,0.002207505518763797,3.3410275319567355,3.0,90.0
,,2018,,100.0,,54.38,0.002207505518763797,3.7589325221238936,3.0,80.0
,10,2017,,,,55.5,0.002207505518763797,3.4965270631817247,3.0,86.0
,9,2017,,,,54.86,0.002207505518763797,13.674678197908287,3.0,22.0
2018-03-06,12,,,100.0,,,0.002207505518763797,3.3785920254549073,3.0,89.0
,9,2017,,,,54.63,0.002207505518763797,4.35853533410286,3.0,69.0
2016-04-21,10,,,150.0,,,0.002207505518763797,8.355887413962636,3.0,36.0
,,2017,,130.0,,55.94,0.002207505518763797,3.006703539823009,3.0,100.0
,12,2018,,,,55.27,0.002207505518763797,3.068109987357775,3.0,98.0
,,2017,24603,,,55.98,0.002207505518763797,3.3410275319567355,3.0,90.0
2016-09-08,10,,,,,54.63,0.002207505518763797,3.3042886317222604,3.0,91.0
2017-06-06,9,,,,,54.63,0.002207505518763797,5.012647492625369,3.0,60.0
,8,2017,,60.0,,,0.002207505518763797,4.296238938053097,3.0,70.0
,9,2017,,,,55.05,0.002207505518763797,3.4563116671752616,3.0,87.0
,10,,,70.0,,54.93,0.002207505518763797,3.2331810828813397,3.0,93.0
,12,,,160.0,,54.65,0.002207505518763797,4.9304366748875665,3.0,61.0
,11,,24602,,,55.08,0.002207505518763797,4.626889040163377,3.0,65.0
,9,2018,,,,55.8,0.002207505518763797,3.3785920254549073,3.0,89.0
,11,,,30.0,,55.08,0.002207505518763797,4.296238938053097,3.0,70.0
2018-01-30,13,,,110.0,,,0.002207505518763797,6.836232904263877,3.0,44.0
,,2017,,70.0,,54.75,0.002207505518763797,3.855372135239392,3.0,78.0
,13,2017,,,,55.25,0.002207505518763797,25.07208702064897,3.0,12.0
,,,24602,120.0,,54.24,0.002207505518763797,6.015619469026548,3.0,50.0
2016-07-20,10,,,60.0,,,0.002207505518763797,7.336606950140297,3.0,41.0
,13,2018,,,,54.88,0.002207505518763797,3.2331810828813397,3.0,93.0
,,2015,,30.0,,55.08,0.002207505518763797,4.06389021765128,3.0,74.0
,11,2015,,100.0,,,0.002207505518763797,6.399736396158915,3.0,47.0
,11,2015,,180.0,,,0.002207505518763797,3.4170102574416727,3.0,88.0
,11,,,130.0,,55.94,0.002207505518763797,3.037096630016984,3.0,99.0
2017-09-26,12,,,50.0,,,0.002207505518763797,3.4563116671752616,3.0,87.0
2017-01-31,10,,,70.0,,,0.002207505518763797,3.4170102574416727,3.0,88.0
2015-07-21,,,24602,,,55.08,0.002207505518763797,4.009675516224189,3.0,75.0
2015-07-21,,,,30.0,,55.08,0.002207505518763797,4.06389021765128,3.0,74.0
,,,,190.0,,54.31,0.0029433406916850625,4.89320493204932,4.0,82.0
2018-01-24,,,,,,55.23,0.0029433406916850625,13.84135386181448,4.0,29.0
2018-01-24,,,,,,54.81,0.0029433406916850625,7.572234212908167,4.0,53.0
2018-01-24,,,,,,55.24,0.0029433406916850625,4.052450706325246,4.0,99.0
2018-04-11,,,,,,54.65,0.0029433406916850625,3.0853931308543854,4.0,130.0
,,,,190.0,,54.32,0.0029433406916850625,4.26816361780639,4.0,94.0
2017-12-08,,,,,,54.81,0.0029433406916850625,5.015608856088561,4.0,80.0
,,,,20.0,,55.09,0.0029433406916850625,3.550011429317833,4.0,113.0
2017-03-27,10,,,,,,0.0029433406916850625,3.4285425931182396,4.0,117.0
2016-03-24,9,,,,,,0.0029433406916850625,4.508113935071935,4.0,89.0
,,2017,,,,55.48,0.0029433406916850625,3.9331741552709643,4.0,102.0
,,2016,,,,56.25,0.0029433406916850625,3.1583461661388266,4.0,127.0
,9,,,,,55.64,0.0029433406916850625,7.431952986196528,4.0,54.0
2018-01-30,12,,,,,,0.0029433406916850625,3.550011429317833,4.0,113.0
,,2016,,,,55.77,0.0029433406916850625,4.179182041820418,4.0,96.0
,,2016,,210.0,,,0.0029433406916850625,3.0853931308543854,4.0,130.0
,9,,,,,55.38,0.0029433406916850625,3.3427552275522756,4.0,120.0
,10,,,,,55.99,0.0029433406916850625,5.144289904437506,4.0,78.0
,9,,,,,55.5,0.0029433406916850625,3.5817343173431735,4.0,112.0
2017-06-06,11,,,,,,0.0029433406916850625,4.314089592508829,4.0,93.0
2018-01-30,,,,,,55.08,0.0029433406916850625,10.562439308603611,4.0,38.0
,,2016,,,,54.22,0.0029433406916850625,3.7492430251405313,4.0,107.0
2016-03-24,,,,70.0,,,0.0029433406916850625,7.431952986196528,4.0,54.0
2017-02-27,,,,,,54.85,0.0029433406916850625,8.190616763310489,4.0,49.0
2017-10-25,,,,,,55.74,0.0029433406916850625,6.080152074248016,4.0,66.0
,8,,,,,55.74,0.0029433406916850625,5.350179581795818,4.0,75.0
,12,,,,,54.25,0.0029433406916850625,4.834215089138843,4.0,83.0
,,,,110.0,,54.84,0.0029433406916850625,7.166420664206642,4.0,56.0
,,,,110.0,,55.77,0.0029433406916850625,5.279743639541658,4.0,76.0
2016-03-07,,,,100.0,,,0.0029433406916850625,5.2111372022811135,4.0,77.0
2018-01-30,,,,100.0,,,0.0029433406916850625,4.6654767012786404,4.0,86.0
2015-06-02,8,,,,,,0.0029433406916850625,3.9331741552709643,4.0,102.0
2016-07-19,,,,,,56.25,0.0029433406916850625,3.1583461661388266,4.0,127.0
,,,,100.0,,55.64,0.0029433406916850625,7.717910871416407,4.0,52.0
2016-03-24,,,,80.0,,,0.0029433406916850625,4.834215089138843,4.0,83.0
,,,,100.0,,55.72,0.0029433406916850625,14.866858001913352,4.0,27.0
,14,,,,,54.8,0.0029433406916850625,4.508113935071935,4.0,89.0
,,,,100.0,,55.71,0.0029433406916850625,12.948172836567075,4.0,31.0
,,,,80.0,,55.23,0.0029433406916850625,7.572234212908167,4.0,53.0
,,,,100.0,,55.98,0.0029433406916850625,5.989359475684308,4.0,67.0
,,,,80.0,,56.06,0.0029433406916850625,23.613805079227266,4.0,17.0
,,,,100.0,,54.56,0.0029433406916850625,4.834215089138843,4.0,83.0
2017-03-02,,,,,,55.73,0.0029433406916850625,7.869300340062224,4.0,51.0
2018-02-13,,,,170.0,,,0.0029433406916850625,3.1834358343583435,4.0,126.0
2017-03-27,,,,,,54.66,0.0029433406916850625,16.725584255842556,4.0,24.0
,,,,130.0,,55.13,0.0029433406916850625,21.127830646727517,4.0,19.0
2016-03-30,,,,150.0,,,0.0029433406916850625,18.246360281784636,4.0,22.0
2016-04-21,,,,180.0,,,0.0029433406916850625,6.47261040352339,4.0,62.0
2018-03-06,,,,140.0,,,0.0029433406916850625,4.223204505729268,4.0,95.0
2017-09-29,,,,170.0,,,0.0029433406916850625,3.015731209943678,4.0,133.0
2017-12-08,,,,150.0,,,0.0029433406916850625,4.223204505729268,4.0,95.0
,,,,170.0,,55.02,0.0029433406916850625,16.056442804428045,4.0,25.0
2016-07-20,,,,140.0,,,0.0029433406916850625,3.1834358343583435,4.0,126.0
2017-06-19,9,,,20.0,,,0.0029433406916850625,3.5817343173431735,4.0,112.0
2015-07-21,11,,,30.0,,,0.0029433406916850625,3.9721457016550366,4.0,101.0
2018-03-15,10,,,40.0,,,0.0029433406916850625,25.089852398523988,4.0,16.0
2018-03-15,11,,,80.0,,,0.0029433406916850625,9.12170412613217,4.0,44.0
,8,2016,,80.0,,,0.0029433406916850625,5.144289904437506,4.0,78.0
,13,2018,,180.0,,,0.0029433406916850625,4.611816600924629,4.0,87.0
2015-07-21,,,24602,30.0,,,0.0029433406916850625,3.7492430251405313,4.0,107.0
,11,2017,,,,55.73,0.0029433406916850625,3.8574794209480556,4.0,104.0
,9,2018,,,,55.77,0.0029433406916850625,4.508113935071935,4.0,89.0
,9,2017,,200.0,,,0.0029433406916850625,6.270249077490775,4.0,64.0
2016-06-14,13,,,30.0,,,0.0029433406916850625,6.270249077490775,4.0,64.0
2017-07-21,10,,,170.0,,,0.0029433406916850625,3.1583461661388266,4.0,127.0
2018-04-05,10,,,180.0,,,0.0029433406916850625,4.720399392229217,4.0,85.0
,,2018,,50.0,,55.76,0.0029433406916850625,6.578767164720827,4.0,61.0
2018-02-22,11,,,110.0,,,0.0029433406916850625,3.1093337910123284,4.0,129.0
2017-10-19,12,,,50.0,,,0.0029433406916850625,3.1093337910123284,4.0,129.0
2017-03-02,11,,,160.0,,,0.0029433406916850625,4.26816361780639,4.0,94.0
,,,24603,110.0,,55.96,0.0029433406916850625,3.4285425931182396,4.0,117.0
,10,,,120.0,,54.72,0.0029433406916850625,4.093832366895097,4.0,98.0
,10,,,60.0,,54.65,0.0029433406916850625,3.1834358343583435,4.0,126.0
,,,,,,56.09,0.003679175864606328,6.692663712456918,5.0,75.0
,,,,,,56.1,0.003679175864606328,7.4922286646531004,5.0,67.0
,,,,220.0,,,0.003679175864606328,3.195203642898136,5.0,157.0
2016-02-19,,,,140.0,,,0.003679175864606328,7.4922286646531004,5.0,67.0
2016-02-19,,,,,,54.76,0.003679175864606328,21.832252263823776,5.0,23.0
2017-10-24,,,,,,55.94,0.003679175864606328,8.508624790326214,5.0,59.0
,,2016,,,,55.3,0.003679175864606328,3.0964722723708444,5.0,162.0
,,2017,,,,54.8,0.003679175864606328,4.18153003446578,5.0,120.0
2016-03-30,,,,,,55.24,0.003679175864606328,4.734295309495276,5.0,106.0
2016-04-21,9,,,,,,0.003679175864606328,3.8595898193387117,5.0,130.0
,10,,,,,56.0,0.003679175864606328,3.2157093890845734,5.0,156.0
,10,,,,,54.81,0.003679175864606328,5.396594717364717,5.0,93.0
2016-07-20,,,,,,55.63,0.003679175864606328,4.4018049185000905,5.0,114.0
2017-06-19,,,,,,55.09,0.003679175864606328,4.690015047143113,5.0,107.0
,11,,,,,55.64,0.003679175864606328,8.366752831117676,5.0,60.0
2017-02-27,13,,,,,,0.003679175864606328,4.216699973933443,5.0,119.0
2017-03-02,12,,,,,,0.003679175864606328,3.195203642898136,5.0,157.0
,9,,,,,55.67,0.003679175864606328,3.3223121093253254,5.0,151.0
2018-03-06,,,,,,54.38,0.003679175864606328,3.6094492205349455,5.0,139.0
2017-09-19,8,,,,,,0.003679175864606328,3.003652959958959,5.0,167.0
,12,,,,,54.4,0.003679175864606328,4.603891968072853,5.0,109.0
,,,,70.0,,55.23,0.003679175864606328,5.339144850560986,5.0,94.0
2017-10-25,,,,,,55.9,0.003679175864606328,3.6094492205349455,5.0,139.0
2016-09-15,,,,110.0,,,0.003679175864606328,6.274141432791728,5.0,80.0
2017-09-19,,,,,,55.64,0.003679175864606328,10.245832454104242,5.0,49.0
2017-10-24,,,,100.0,,,0.003679175864606328,4.480474519940916,5.0,112.0
,14,,,,,55.08,0.003679175864606328,6.047231763093734,5.0,83.0
2016-09-06,,,,80.0,,,0.003679175864606328,10.681982463308087,5.0,47.0
2018-03-13,,,,120.0,,,0.003679175864606328,3.0774528549809244,5.0,163.0
,,,,60.0,,54.61,0.003679175864606328,4.779419005416051,5.0,105.0
,,,,80.0,,55.38,0.003679175864606328,6.274141432791728,5.0,80.0
,,,,120.0,,54.85,0.003679175864606328,8.964641802067947,5.0,56.0
,,,,150.0,,54.8,0.003679175864606328,6.047231763093734,5.0,83.0
