date,lng,provider,alt,technology,lat,support,risk_ratio,outlier_count,total_count
2017-07-19,24.6,,,,,0.0014703720041170415,4.00391694890296,10.0,50.0
2018-01-30,23.4,,,,,0.0014703720041170415,4.65595709780044,10.0,43.0
2016-06-08,,,,,55.5,0.0014703720041170415,3.925379900156204,10.0,51.0
,23.4,,130,,,0.0014703720041170415,3.3929253323815916,10.0,59.0
2015-12-15,,,110,,,0.0014703720041170415,4.65595709780044,10.0,43.0
2018-09-28,,,150,,,0.0014703720041170415,4.259580107589207,10.0,47.0
2016-03-24,,,70,,,0.0014703720041170415,3.707221431415217,10.0,54.0
2017-09-19,24.3,,,,55.5,0.0014703720041170415,4.00391694890296,10.0,50.0
2018-02-13,25.0,,170,,,0.0014703720041170415,3.5747680753939037,10.0,56.0
2017-02-27,25.4,,150,,,0.0014703720041170415,4.766848279585726,10.0,42.0
2018-03-13,,,150,,55.2,0.0014703720041170415,4.352211686823353,10.0,46.0
2017-11-14,,,110,,56.3,0.0014703720041170415,4.766848279585726,10.0,42.0
2017-09-19,,,60,,55.5,0.0014703720041170415,4.170808177489815,10.0,48.0
,24.7,,70,,55.2,0.0014703720041170415,3.707221431415217,10.0,54.0
2015-07-21,22.1,,,,,0.0016174092045287457,3.495663557519227,11.0,63.0
2017-03-27,,,,,54.7,0.0016174092045287457,3.3880548317661723,11.0,65.0
,23.4,,140,,,0.0016174092045287457,3.495663557519227,11.0,63.0
2016-06-14,,,100,,,0.0016174092045287457,3.863798671937576,11.0,57.0
2018-04-11,23.7,,,,,0.0016174092045287457,3.0165836140980895,11.0,73.0
2017-01-04,,,120,,54.9,0.0016174092045287457,4.788137926618429,11.0,46.0
2015-12-15,,,140,,55.6,0.0016174092045287457,3.552071357309136,11.0,62.0
,24.5,24603,,,56.1,0.0016174092045287457,5.953214186203877,11.0,37.0
2015-08-26,,24603,,,56.1,0.0016174092045287457,3.441018501472754,11.0,64.0
2018-03-13,25.4,,150,,,0.0016174092045287457,5.244305351006383,11.0,42.0
2018-03-15,24.6,,,,,0.00176444640494045,4.806115775519222,12.0,50.0
2018-01-30,,,,,55.6,0.00176444640494045,3.4822058701095764,12.0,69.0
,21.3,,,,55.7,0.00176444640494045,3.1202346041055717,12.0,77.0
2018-07-27,,,160,,,0.00176444640494045,4.142959452664299,12.0,58.0
2018-01-24,24.7,,,,,0.00176444640494045,3.4822058701095764,12.0,69.0
,,24603,0,,55.9,0.00176444640494045,3.080208935268591,12.0,78.0
2017-07-19,25.2,,90,,,0.00176444640494045,3.384065773340885,12.0,71.0
2018-02-22,23.5,,,,54.8,0.00176444640494045,4.711843553152591,12.0,51.0
2016-06-15,21.3,,,,,0.001911483605352154,8.680264191710863,13.0,30.0
2017-06-20,,,,,55.3,0.001911483605352154,3.2137068319547204,13.0,81.0
2016-09-15,,,110,,,0.001911483605352154,3.25390210665881,13.0,80.0
,24.3,,,,54.6,0.001911483605352154,3.337384600274995,13.0,78.0
,23.6,,80,,54.9,0.001911483605352154,3.719018856806129,13.0,70.0
2018-02-13,24.8,,,,54.5,0.001911483605352154,3.0267520658891884,13.0,86.0
,21.3,24603,,,55.6,0.001911483605352154,3.5178872891748556,13.0,74.0
,25.2,,170,,54.8,0.001911483605352154,4.199139373087232,13.0,62.0
2017-07-19,,,90,,56.0,0.001911483605352154,3.174491929804389,13.0,82.0
2018-02-13,24.8,,160,,,0.001911483605352154,3.098863189943037,13.0,84.0
2017-11-14,22.0,,,,,0.0020585208057638583,3.115076207782853,14.0,90.0
2016-06-15,,,,,55.6,0.0020585208057638583,6.6775207504543,14.0,42.0
2018-01-24,25.2,,,,,0.0020585208057638583,3.5491082169374435,14.0,79.0
2017-06-06,,,,,54.7,0.0020585208057638583,3.7385040027503567,14.0,75.0
2017-02-27,,,150,,55.2,0.0020585208057638583,3.789052202342316,14.0,74.0
2016-06-15,21.4,,,,55.3,0.0020585208057638583,3.377967446624571,14.0,83.0
,25.2,,150,,54.8,0.0020585208057638583,5.498770717952719,14.0,51.0
,25.0,,120,,54.9,0.0020585208057638583,3.0145233376268044,14.0,93.0
,24.1,,,,55.2,0.0022055580061755625,3.4532556886896963,15.0,87.0
,21.3,,40,,,0.0022055580061755625,3.3380734846252085,15.0,90.0
,23.0,,100,,,0.0022055580061755625,3.129305739758326,15.0,96.0
2017-09-19,23.9,,60,,,0.0022055580061755625,3.534560773911687,15.0,85.0
2018-02-13,25.0,,,,54.6,0.0022055580061755625,3.2654586168454234,15.0,92.0
2018-02-22,,,70,,54.8,0.0022055580061755625,3.0040450928381963,15.0,100.0
2016-03-30,25.0,,120,,,0.0022055580061755625,3.129305739758326,15.0,96.0
2017-10-19,,,,,55.9,0.0023525952065872667,3.2047870302137067,16.0,100.0
,22.4,,20,,,0.0023525952065872667,3.1113750348784794,16.0,103.0
2016-06-15,21.4,,0,,,0.0023525952065872667,3.1113750348784794,16.0,103.0
2017-11-14,22.8,,,,56.2,0.0023525952065872667,3.861672186165443,16.0,83.0
2016-09-15,23.7,,,,,0.002499632406998971,3.440013340956737,17.0,99.0
,23.7,,,,55.7,0.002499632406998971,3.662111356258876,17.0,93.0
2017-02-08,25.2,,,,,0.002499632406998971,4.257611659787736,17.0,80.0
2017-02-08,,,,,54.8,0.002499632406998971,3.9603941558797717,17.0,86.0
2017-10-25,,,10,,55.9,0.002499632406998971,4.153706353543488,17.0,82.0
2018-03-15,,,90,,56.0,0.002499632406998971,3.9148435805682067,17.0,87.0
2016-06-14,,,110,,56.0,0.002499632406998971,5.322641048791273,17.0,64.0
2016-07-07,23.6,,,,,0.002646669607410675,3.0559074655732053,18.0,118.0
2017-09-19,23.9,,,,55.4,0.002646669607410675,3.3084492126159977,18.0,109.0
2018-03-13,,,,,54.8,0.0027937068078223793,4.094154989646852,19.0,93.0
2017-03-27,25.6,,,,,0.0027937068078223793,4.427628195016905,19.0,86.0
2017-10-24,22.9,,110,,,0.0027937068078223793,3.6259313870048167,19.0,105.0
2017-06-19,21.4,,,,55.3,0.0027937068078223793,3.7696435818751444,19.0,101.0
2017-10-24,21.3,,,,,0.002940744008234083,3.78129234570512,20.0,106.0
,24.6,,50,,,0.002940744008234083,3.5468702895779853,20.0,113.0
2017-10-19,,,70,,,0.002940744008234083,3.180619049959855,20.0,126.0
2017-10-25,21.1,,,,55.9,0.002940744008234083,4.716222663670984,20.0,85.0
2017-06-19,21.4,,0,,,0.002940744008234083,3.2849983439746056,20.0,122.0
2018-01-30,23.7,,,,,0.0030877812086457872,3.8615653162296018,21.0,109.0
2018-03-13,25.5,,,,,0.0030877812086457872,3.117259914782039,21.0,135.0
2016-02-29,,,170,,,0.0032348184090574914,3.040704813546907,22.0,145.0
,24.0,,,,55.8,0.0032348184090574914,3.499713166478176,22.0,126.0
,23.9,,60,,55.4,0.0032348184090574914,3.172098344336774,22.0,139.0
2017-06-14,23.5,,130,,,0.0032348184090574914,3.172098344336774,22.0,139.0
2017-09-19,,,110,,,0.0033818556094691956,3.9750829254891586,23.0,116.0
2017-02-27,,,,,54.8,0.0033818556094691956,3.1793876741180904,23.0,145.0
2018-03-06,23.5,,130,,,0.0033818556094691956,3.2014903199895084,23.0,144.0
2018-02-13,24.9,,160,,,0.0033818556094691956,3.6593308416117503,23.0,126.0
,25.0,,,,54.7,0.0035288928098809,3.064227167762073,24.0,157.0
,25.6,,180,,,0.0035288928098809,3.6178094638987908,24.0,133.0
,23.2,,,,56.0,0.0035288928098809,6.685898381781516,24.0,72.0
,24.7,,,,55.4,0.003675930010292604,3.8267076435015372,25.0,131.0
2018-03-15,25.2,,,,,0.003675930010292604,4.322017617961975,25.0,116.0
2017-11-14,23.3,,,,,0.003675930010292604,5.169321072554436,25.0,97.0
2017-09-19,23.7,,,,,0.003675930010292604,4.436859399651032,25.0,113.0
2015-12-15,22.9,,,,,0.003822967210704308,3.066340785760799,26.0,170.0
2017-10-25,21.3,,,,,0.003822967210704308,3.920450572926782,26.0,133.0
,25.0,,170,,54.6,0.003822967210704308,3.1786643866438666,26.0,164.0
2018-02-13,24.9,,,,54.6,0.003822967210704308,3.121493691583623,26.0,167.0
2018-09-13,,24603,0,,,0.003822967210704308,7.145892938381438,26.0,73.0
,25.5,,,,55.8,0.003970004411116012,3.3014080019011,27.0,164.0
2017-10-24,,,110,,56.0,0.003970004411116012,3.4487822491015665,27.0,157.0
,25.5,,110,,,0.004117041611527717,3.362601240748976,28.0,167.0
,24.6,,,,56.2,0.00426407881193942,3.7291212307086496,29.0,156.0
,22.1,,,,55.1,0.00426407881193942,3.1102147565786775,29.0,187.0
2016-03-07,,,,,56.0,0.00426407881193942,3.7291212307086496,29.0,156.0
,21.3,,10,,,0.004411116012351125,3.380867513304426,30.0,178.0
,,,10,,55.6,0.004411116012351125,3.1177614376459193,30.0,193.0
,25.4,,150,,55.2,0.004411116012351125,3.252775149983834,30.0,185.0
,25.5,,,,54.8,0.004558153212762829,4.0925338179273885,31.0,152.0
2017-10-24,,,10,,55.9,0.004558153212762829,3.37999245392075,31.0,184.0
2017-10-19,23.9,,,,,0.004705190413174533,3.3265948008943544,32.0,193.0
2017-10-24,,,0,,,0.004999264813997942,5.461624944584011,34.0,125.0
,,,180,,54.2,0.004999264813997942,3.3121171992579637,34.0,206.0
2018-09-13,21.1,24603,,,,0.004999264813997942,4.550516723314122,34.0,150.0
,23.7,,110,,,0.0051463020144096455,3.251924792809363,35.0,216.0
,25.2,,,,56.0,0.0051463020144096455,3.6976329013488494,35.0,190.0
2018-03-06,23.5,,,,54.2,0.00529333921482135,3.141378579003182,36.0,230.0
,23.7,,,,55.6,0.0055874136156447585,4.570278045122235,38.0,167.0
,25.6,,,,54.2,0.006028525216879871,3.2672296186719265,41.0,252.0
,,,,,56.4,0.007645934421408616,4.755395412114926,52.0,220.0
,,,0,,56.0,0.009410380826349067,4.523827306130846,64.0,285.0
2017-10-24,21.1,,,,,0.010145566828407587,3.798412037442896,69.0,366.0
,21.1,,,,56.0,0.011468901632112925,3.374453464789056,78.0,466.0
,,24601,,,,0.7820908689898545,7.213244395377589,5319.0,45187.0
,,,,DC-HSPA+,,0.9998529627995882,5600.713347099681,6800.0,74578.0
